Water.Soil.Ratio,Sample.ID,Study,Sample.Number,DNA.Extr.MicropH.MoBio,Lab.CO2.MicropH,High.CO2.MicropH,Tube.Empty.g,Moist.Soil.g,Water.Added.mL,Tube.Dry.Soil.g,Dry.Soil.g,Soil.Water.Content.mass,Target.Water.Soil.ratio,Real.Water.Soil.ratio,Error.Water.Soil.ratio,Perc.Sand,Perc.Silt,Perc.Clay,Texture.Name,OM.perc,Scoop.Density.g.4.24.cc,Soil.pH,Sikora.pH,Total.N.perc,Total.Org.C.perc,Bray.1.P.ppm,K.ppm,K.perc.CEC,AmmAcet.Ca.ppm,Ca.perc.CEC,Mg.ppm,Mg.perc.CEC,Na.ppm,Na.perc.CEC,Est.Acidity.Hplus.meq.100g,Hplus.perc.CEC,CEC.summation.meq.100g,Date.of.Collection,Station.Name,St.pH.WSS,Site.Number,Upper.Depth.cm,Lower.Depth.cm
1-to-4,7-K3-35-50,Wisconsin,7,,4.99,5.28,1.048,1.643,0.411,2.578,1.53,0.069,0.25,0.268,-0.018,70,19.2,10.8,Sandy Loam,0.8,5.76,5.2,6.7,0.11,0.33,24,63,3,189,19,38,6,,0,4,78,4,8/23/2018,Kemp,5.4,3,35,50
1-to-4,8-K4-0-15,Wisconsin,8,,,,1.051,1.574,0.394,2.531,1.48,0.06,0.25,0.266,-0.016,78,15.2,6.8,Loamy Sand,2.5,4.89,4.5,6.1,0.13,1.63,18,42,1,122,5,22,2,,0,10.7,94,10,8/23/2018,Kemp,5.4,4,0,15
1-to-4,9-K4-15-30,Wisconsin,9,,5.06,5.27,1.061,1.628,0.407,2.594,1.533,0.058,0.25,0.265,-0.015,74,15.2,10.8,Sandy Loam,1.4,5.44,5,6.4,0.11,0.68,64,29,1,22,1,6,1,,0,7.3,98,6,8/23/2018,Kemp,5.4,4,15,30
1-to-4,10-K4-30-50,Wisconsin,10,,4.83,5.05,1.037,1.684,0.421,2.627,1.59,0.056,0.25,0.265,-0.015,72,15.2,12.8,Sandy Loam,0.8,5.51,4.4,6.5,0.11,0.34,16,23,1,22,2,5,1,,0,5.5,97,4,8/23/2018,Kemp,5.4,4,30,50
1-to-4,11-R1-0-27,Wisconsin,11,,,,1.05,1.612,0.403,2.612,1.562,0.031,0.25,0.258,-0.008,82,11.2,6.8,Loamy Sand,1.2,6.16,5.5,6.8,0.13,0.81,197,62,6,134,23,8,2,,0,2,71,2,8/24/2018,Rhinelander,5.5,1,0,27
1-to-4,12-R1-27-50,Wisconsin,12,,5.5,5.69,1.046,1.64,0.41,2.647,1.601,0.024,0.25,0.256,-0.006,94,1.2,4.8,Sand,0.2,6.4,5.9,7.3,0.11,0.05,39,47,23,81,77,5,8,,0,0,0,0,8/24/2018,Rhinelander,5.5,1,27,50
1-to-4,13-R1-50-70,Wisconsin,13,,5.48,5.65,1.062,1.565,0.391,2.579,1.517,0.031,0.25,0.258,-0.008,97.6,-0.4,2.8,Sand,0.2,6.48,5.9,7.4,0.07,0.01,25,35,28,47,72,3,8,,0,0,0,0,8/24/2018,Rhinelander,5.5,1,50,70
1-to-4,14-R2-0-30,Wisconsin,14,,7.1,6.82,1.03,1.775,0.444,2.783,1.753,0.012,0.25,0.253,-0.003,89.6,5.6,4.8,Sand,1.2,6.06,6.6,7.4,0.1,0.71,163,47,3,897,97,14,2,,0,0,0,3,8/24/2018,Rhinelander,5.5,2,0,30
1-to-4,15-R2-30-45,Wisconsin,15,,,,1.047,1.556,0.389,2.595,1.548,0.005,0.25,0.251,-0.001,93.6,1.6,4.8,Sand,0.3,6.59,6.6,7.4,0.07,0.06,47,23,8,139,92,3,3,,0,0,0,0,8/24/2018,Rhinelander,5.5,2,30,45
1-to-4,16-R2-45-60,Wisconsin,16,,6.04,6.26,1.039,1.58,0.395,2.609,1.57,0.006,0.25,0.252,-0.002,93.6,1.6,4.8,Sand,0.2,6.59,6.2,7.4,0.06,0.05,34,27,14,84,86,4,7,,0,0,0,0,8/24/2018,Rhinelander,5.5,2,45,60
1-to-4,17-R2-60-100,Wisconsin,17,,6.17,6.36,1.034,1.522,0.381,2.544,1.51,0.008,0.25,0.252,-0.002,95.6,1.6,2.8,Sand,0.1,6.51,6.5,7.5,0.06,0.04,26,28,14,85,86,3,5,,0,0,0,0,8/24/2018,Rhinelander,5.5,2,60,100
1-to-4,18-R3-0-20,Wisconsin,18,,5.91,6.21,1.049,1.601,0.4,2.532,1.483,0.074,0.25,0.27,-0.02,73.6,19.6,6.8,Sandy Loam,1.5,5.54,5.9,6.9,0.1,1.12,275,82,5,493,60,28,6,,0,1.4,35,3,8/24/2018,Rhinelander,5.5,3,0,20
1-to-4,19-R3-20-30,Wisconsin,19,,5.48,5.68,1.03,1.6,0.4,2.531,1.501,0.062,0.25,0.266,-0.016,77.6,15.6,6.8,Loamy Sand,0.7,5.81,5.8,6.9,0.09,0.32,89,57,9,139,45,16,8,,0,0.7,46,1,8/24/2018,Rhinelander,5.5,3,20,30
1-to-4,20-M1-0-31,Wisconsin,20,,6.78,7.13,1.035,1.645,0.411,2.314,1.279,0.222,0.25,0.322,-0.072,21.6,61.6,16.8,Silt Loam,3.3,4.02,7.1,7.3,0.24,1.95,33,94,3,1439,97,423,47,,0,0,0,8,9/7/2018,Marshfield,5.65,1,0,31
1-to-4,21-M1-31-50,Wisconsin,21,,6.03,6.46,1.038,1.615,0.404,2.358,1.32,0.183,0.25,0.306,-0.056,17.6,59.6,22.8,Silt Loam,1.1,4.62,6.7,7.1,0.11,0.31,18,54,2,1158,98,544,75,,0,0,0,5,9/7/2018,Marshfield,5.65,1,31,50
1-to-4,22-M1-50-70,Wisconsin,22,,5.1,5.36,1.032,1.68,0.42,2.459,1.427,0.151,0.25,0.294,-0.044,29.6,37.6,32.8,Clay Loam,1,4.6,4.8,6.1,0.1,0.12,8,67,1,1281,37,633,30,,0,10.7,62,16,9/7/2018,Marshfield,5.65,1,50,70
1-to-4,23-M2-0-24,Wisconsin,23,,7.03,7.08,1.031,1.686,0.422,2.364,1.333,0.209,0.25,0.316,-0.066,19.6,63.6,16.8,Silt Loam,3,4.29,7.1,7.3,0.22,1.89,40,118,4,1446,96,428,47,,0,0,0,7,9/7/2018,Marshfield,5.65,2,0,24
1-to-4,24-M2-24-38,Wisconsin,24,,6.79,6.9,1.052,1.685,0.421,2.483,1.431,0.151,0.25,0.294,-0.044,39.6,39.6,20.8,Loam,0.9,4.91,7.1,7.2,0.08,0.2,10,70,3,1233,97,516,67,,0,0,0,5,9/7/2018,Marshfield,5.65,2,24,38
1-to-4,25-M2-38-55,Wisconsin,25,,5.68,5.89,1.031,1.753,0.438,2.571,1.54,0.122,0.25,0.285,-0.035,47.2,25.2,27.6,Sandy Clay Loam,0.8,4.8,5.2,6.7,0.1,0.06,10,90,2,1398,64,568,43,,0,3.7,34,10,9/7/2018,Marshfield,5.65,2,38,55
1-to-4,26-M3-0-15,Wisconsin,26,,5.91,6.25,1.053,1.743,0.436,2.212,1.159,0.335,0.25,0.376,-0.126,19.2,57.2,23.6,Silt Loam,3.6,3.87,5.5,6.7,0.22,2.2,35,147,4,1144,57,291,24,,0,4,39,11,9/7/2018,Marshfield,5.65,3,0,15
1-to-4,27-M3-15-30,Wisconsin,27,,5.38,5.66,1.061,1.548,0.387,2.361,1.3,0.16,0.25,0.298,-0.048,49.2,25.2,25.6,Sandy Clay Loam,0.8,4.77,5,6.6,0.08,0.26,18,59,1,1368,57,426,29,,0,4.9,41,11,9/7/2018,Marshfield,5.65,3,15,30
1-to-4,28-S-0-30,Wisconsin,28,,5.1,5.28,1.035,1.589,0.397,2.472,1.437,0.096,0.25,0.276,-0.026,75.2,17.2,7.6,Sandy Loam,1.3,5.93,4.7,6.6,0.08,0.88,45,62,3,249,21,46,6,,0,4.6,76,4,11/3/2017,Spooner,5.8,,0,30
1-to-4,29-S-30-60,Wisconsin,29,,5.44,5.54,1.029,1.663,0.416,2.642,1.613,0.03,0.25,0.258,-0.008,81.2,7.2,11.6,Sandy Loam,0.6,6.08,5.5,7,0.08,0.16,25,120,10,500,85,93,26,,0,0.1,4,2,11/3/2017,Spooner,5.8,,30,60
1-to-4,30-H1-0-30,Wisconsin,30,,7.03,7.17,1.043,1.697,0.424,2.68,1.637,0.035,0.25,0.259,-0.009,87.2,7.2,5.6,Loamy Sand,1,6.25,7.3,7.5,0.12,0.89,106,58,5,612,95,159,41,,0,0,0,2,9/17/2018,Hancock,6.2,1,0,30
1-to-4,31-H1-30-40,Wisconsin,31,,7.06,7.08,1.041,1.617,0.404,2.579,1.538,0.049,0.25,0.263,-0.013,87.2,7.2,5.6,Loamy Sand,0.5,6.09,7.5,7.5,0.06,0.26,92,56,6,433,94,118,42,,0,0,0,2,9/17/2018,Hancock,6.2,1,30,40
1-to-4,32-H1-40-60,Wisconsin,32,,6.84,6.99,1.051,1.639,0.41,2.611,1.56,0.048,0.25,0.263,-0.013,85.2,7.2,7.6,Loamy Sand,0.4,6.1,7.4,7.5,0.06,0.1,73,53,8,323,92,101,47,,0,0,0,1,9/17/2018,Hancock,6.2,1,40,60
1-to-4,33-H2-0-30,Wisconsin,33,,6.9,6.88,1.044,1.655,0.414,2.614,1.57,0.051,0.25,0.264,-0.014,87.2,7.2,5.6,Loamy Sand,0.8,5.91,7.2,7.5,0.05,0.38,74,50,5,498,95,128,40,,0,0,0,2,9/17/2018,Hancock,6.2,2,0,30
1-to-4,34-H2-30-60,Wisconsin,34,,6.96,6.88,1.036,1.638,0.41,2.579,1.543,0.058,0.25,0.265,-0.015,87.2,5.2,7.6,Loamy Sand,0.4,6.04,7.2,7.5,0.03,0.1,85,40,7,280,93,96,52,,0,0,0,1,9/17/2018,Hancock,6.2,2,30,60
1-to-4,35-A249-0-35,Wisconsin,35,,7.38,7.12,1.035,1.631,0.408,2.352,1.317,0.193,0.25,0.31,-0.06,11.2,65.2,23.6,Silt Loam,3.6,4.07,7.2,7.3,0.21,2.23,28,78,2,1785,98,505,45,,0,0,0,10,8/31/2018,Arlington,6.5,249,0,35
1-to-4,36-A249-35-60,Wisconsin,36,,7.19,6.98,1.079,1.676,0.419,2.424,1.345,0.197,0.25,0.312,-0.062,1.2,67.6,31.2,Silty Clay Loam,1.7,4.42,7.3,7.2,0.15,0.7,13,68,2,1722,98,667,62,,0,0,0,8,8/31/2018,Arlington,6.5,249,35,60
1-to-4,37-A341-0-33,Wisconsin,37,,7.15,7.04,1.051,1.617,0.404,2.379,1.328,0.179,0.25,0.304,-0.054,25.2,51.6,23.2,Silt Loam,3.5,4.41,7.4,7.3,0.22,2.7,32,76,2,2014,98,527,42,,0,0,0,10,8/31/2018,Arlington,6.5,341,0,33
1-to-4,38-A341-33-55,Wisconsin,38,,7.05,7.2,1.047,1.616,0.404,2.263,1.216,0.248,0.25,0.332,-0.082,9.2,61.6,29.2,Silty Clay Loam,4.6,3.61,7.3,7.1,0.26,3.02,35,34,1,2071,99,530,42,,0,0,0,12,8/31/2018,Arlington,6.5,341,33,55
1-to-4,39-A341-55-75,Wisconsin,39,,6.99,7.15,1.061,1.665,0.416,2.335,1.274,0.235,0.25,0.327,-0.077,5.2,65.6,29.2,Silty Clay Loam,3.3,3.9,7.2,7.1,0.21,2.02,28,37,1,1652,99,514,50,,0,0,0,9,8/31/2018,Arlington,6.5,341,55,75
1-to-4,40-A341-75-85,Wisconsin,40,,7.33,7.03,1.062,1.577,0.394,2.319,1.257,0.203,0.25,0.314,-0.064,5.2,71.6,23.2,Silt Loam,1.7,4.3,7.2,7.1,0.1,0.83,9,39,2,980,98,574,94,,0,0,0,5,8/31/2018,Arlington,6.5,341,75,85
1-to-4,41-L2-0-23,Wisconsin,41,,6.75,6.73,1.046,1.673,0.418,2.355,1.309,0.218,0.25,0.32,-0.07,9.2,73.6,17.2,Silt Loam,2.6,4.17,7,7.3,0.22,1.71,14,72,3,1288,97,347,43,,0,0,0,7,8/30/2018,Lancaster,6.6,2,0,23
1-to-4,42-L2-23-45,Wisconsin,42,,7.06,7.03,1.059,1.686,0.422,2.435,1.376,0.184,0.25,0.306,-0.056,3.2,71.6,25.2,Silt Loam,1.3,4.53,7.3,7.3,0.13,0.55,9,62,2,1330,98,444,53,,0,0,0,6,8/30/2018,Lancaster,6.6,2,23,45
1-to-4,43-L3-0-12,Wisconsin,43,,6.28,6.36,1.03,1.578,0.395,2.305,1.275,0.192,0.25,0.309,-0.059,7.2,67.6,25.2,Silt,2.8,4.28,6.5,7.1,0.15,1.58,17,116,4,1502,96,470,49,,0,0,0,8,8/30/2018,Lancaster,6.6,3,0,12
1-to-4,44-L3-12-20,Wisconsin,44,,6.18,6.39,1.048,1.559,0.39,2.319,1.271,0.185,0.25,0.307,-0.057,5.2,65.6,29.2,Silty Clay Loam,2,4.42,6.7,7.1,0.14,0.82,10,78,2,1617,98,545,54,,0,0,0,8,8/30/2018,Lancaster,6.6,3,12,20
1-to-4,45-L3-20-40,Wisconsin,45,,6.28,6.58,1.047,1.645,0.411,2.396,1.349,0.18,0.25,0.305,-0.055,3.2,61.6,35.2,Silty Clay Loam,1.5,4.42,6.8,7,0.13,0.48,22,100,3,1984,97,723,58,,0,0,0,10,8/30/2018,Lancaster,6.6,3,20,40
1-to-4,46-L4-0-10,Wisconsin,46,,5.98,6.23,1.043,1.63,0.408,2.299,1.256,0.229,0.25,0.324,-0.074,9.2,71.6,19.2,Silt Loam,3.1,4.01,6.2,6.9,0.2,1.94,10,58,2,1193,87,264,32,,0,0.7,11,7,8/30/2018,Lancaster,6.6,4,0,10
1-to-4,47-L4-10-20,Wisconsin,47,,5.84,6.19,1.032,1.577,0.394,2.277,1.245,0.211,0.25,0.317,-0.067,7.2,73.6,19.2,Silt,2.8,4.11,5.9,6.9,0.23,1.7,18,47,2,1074,74,209,24,,0,1.8,25,8,8/30/2018,Lancaster,6.6,4,10,20
1-to-4,48-L4-20-40,Wisconsin,48,,5.82,6.13,1.046,1.547,0.387,2.303,1.257,0.187,0.25,0.308,-0.058,8,71.6,20.4,Silt Loam,1.3,4.39,6.1,7,0.14,0.63,10,42,2,1053,98,184,28,,0,0,0,5,8/30/2018,Lancaster,6.6,4,20,40
1-to-4,50-W4-0-28,Wisconsin,50,,6.84,6.88,1.033,1.596,0.399,2.35,1.317,0.175,0.25,0.303,-0.053,34,41.6,24.4,Loam,3.1,4.62,6.9,7.2,0.22,1.99,8,72,2,1841,98,618,54,,0,0,0,9,8/31/2018,West Madison,6.7,4,0,28
1-to-4,51-W4-28-45,Wisconsin,51,,6.93,6.65,1.07,1.639,0.41,2.455,1.385,0.155,0.25,0.296,-0.046,42,29.6,28.4,Clay Loam,1.5,4.74,7,7.2,0.09,0.65,5,65,2,1574,98,669,68,,0,0,0,7,8/31/2018,West Madison,6.7,4,28,45
1-to-4,52-W4-45-55,Wisconsin,52,,6.69,6.94,1.07,1.653,0.413,2.515,1.445,0.126,0.25,0.286,-0.036,65.72580645,17.74193548,16.53225806,Sandy Loam,0.8,5.16,7,7.3,0.1,0.4,10,49,3,816,97,344,67,,0,0,0,3,8/31/2018,West Madison,6.7,4,45,55
1-to-4,53-W5-0-35,Wisconsin,53,,6.25,6.51,1.055,1.606,0.402,2.364,1.309,0.185,0.25,0.307,-0.057,8,65.6,26.4,Silt Loam,3.4,4.27,6.4,6.8,0.23,2.36,32,100,2,1656,77,448,34,,0,2.3,21,11,8/16/2018,West Madison,6.7,5,0,35
1-to-4,54-W5-35-65,Wisconsin,54,,5.86,6.15,1.034,1.657,0.414,2.277,1.243,0.25,0.25,0.333,-0.083,8,63.6,28.4,Silty Clay Loam,4.3,3.99,5.8,6.4,0.26,2.96,12,56,1,1524,50,392,21,,0,7.6,49,16,8/16/2018,West Madison,6.7,5,35,65
1-to-4,55-W7-0-15,Wisconsin,55,,5.96,6.18,1.032,1.615,0.404,2.38,1.348,0.165,0.25,0.3,-0.05,14,61.6,24.4,Silt Loam,2.9,4.35,6,6.9,0.25,2.03,28,71,2,1752,88,517,43,,0,1,10,10,8/16/2018,West Madison,6.7,7,0,15
1-to-4,56-W7-15-30,Wisconsin,56,,5.65,5.93,1.067,1.595,0.399,2.373,1.306,0.181,0.25,0.305,-0.055,4,67.6,28.4,Silty Clay Loam,1.9,4.22,5.6,6.8,0.15,1.04,9,45,1,1365,73,444,39,,0,2.4,26,9,8/16/2018,West Madison,6.7,7,15,30
1-to-4,57-P1-0-30,Wisconsin,57,,6.77,6.93,1.043,1.614,0.404,2.484,1.441,0.107,0.25,0.28,-0.03,64,23.6,12.4,Sandy Loam,1.5,5.04,6.9,7.4,0.12,1.15,78,140,8,843,92,197,35,,0,0,0,4,9/10/2018,Peninsular,7.2,1,0,30
1-to-4,58-P1-30-45,Wisconsin,58,,6.91,6.63,1.04,1.653,0.413,2.546,1.506,0.089,0.25,0.274,-0.024,66,15.6,18.4,Sandy Loam,0.7,5.37,7.1,7.4,0.1,0.33,11,84,6,702,94,217,48,,0,0,0,3,9/10/2018,Peninsular,7.2,1,30,45
1-to-4,59-P1-45-55,Wisconsin,59,,6.74,6.84,1.042,1.641,0.41,2.562,1.52,0.074,0.25,0.27,-0.02,70,17.6,12.4,Sandy Loam,0.5,5.64,7,7.4,0.07,0.17,19,54,5,554,95,165,46,,0,0,0,2,9/10/2018,Peninsular,7.2,1,45,55
1-to-4,60-P2-0-20,Wisconsin,60,,7.44,7.44,1.039,1.642,0.411,2.478,1.439,0.124,0.25,0.285,-0.035,52.8,28.8,18.4,Sandy Loam,2.8,4.75,7.5,7.5,0.18,2.47,12,75,3,1411,97,334,38,,0,0,0,6,9/10/2018,Peninsular,7.2,2,0,20
1-to-4,61-P2-20-45,Wisconsin,61,,7.4,7.48,1.033,1.603,0.401,2.502,1.469,0.084,0.25,0.273,-0.023,54.8,24.8,20.4,Sandy Clay Loam,1.2,5.11,7.6,7.5,0.11,3.31,14,45,2,1176,98,308,42,,0,0,0,5,9/10/2018,Peninsular,7.2,2,20,45
1-to-4,62-P2-45-55,Wisconsin,62,,7.15,7.28,1.033,1.603,0.401,2.515,1.482,0.075,0.25,0.27,-0.02,60.8,26.8,12.4,Sandy Loam,0.5,5.53,7.7,7.6,0.09,5.53,10,35,2,743,98,225,48,,0,0,0,3,9/10/2018,Peninsular,7.2,2,45,55
1-to-4,63-P4-0-25,Wisconsin,63,,7.22,7.31,1.05,1.609,0.402,2.419,1.369,0.149,0.25,0.294,-0.044,50.8,32.8,16.4,Loam,3.1,4.49,7.4,7.4,0.21,2.2,12,53,2,1433,98,359,40,,0,0,0,7,9/10/2018,Peninsular,7.2,4,0,25
1-to-4,64-P4-25-35,Wisconsin,64,,7.22,7.38,1.042,1.589,0.397,2.419,1.377,0.133,0.25,0.288,-0.038,50.8,28.8,20.4,Loam,1.9,4.63,7.5,7.4,0.12,1.56,12,45,2,1378,98,360,42,,0,0,0,6,9/10/2018,Peninsular,7.2,4,25,35
1-to-4,65-P4-35-50,Wisconsin,65,,7.32,7.46,1.042,1.596,0.399,2.49,1.448,0.093,0.25,0.276,-0.026,52.8,32.8,14.4,Sandy Loam,0.9,4.86,7.7,7.5,0.09,4.21,22,39,2,881,98,253,46,,0,0,0,4,9/10/2018,Peninsular,7.2,4,35,50
1-to-4,181-Sp11-Cr31-0-20,Spooner,181,,6.4,6.74,1.06,1.639,0.41,2.493,1.433,0.126,0.25,0.286,-0.036,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,182-Sp11-Cr32-0-16,Spooner,182,,7.33,6.83,1.046,1.648,0.412,2.481,1.435,0.129,0.25,0.287,-0.037,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,183-Sp11-Cr33-0-20,Spooner,183,,6.25,6.4,1.064,1.6,0.4,2.467,1.403,0.123,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,184-Sp12-Cr34-0-16,Spooner,184,,7.53,7.65,1.047,1.63,0.408,2.48,1.433,0.121,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,185-Sp12-Cr35-0-18,Spooner,185,,6.46,6.78,1.048,1.569,0.392,2.426,1.378,0.122,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,186-Sp12-Cr36-0-20,Spooner,186,,6.57,6.68,1.046,1.682,0.421,2.535,1.489,0.115,0.25,0.282,-0.032,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,187-Sp13-Cr37-0-20,Spooner,187,,6.5,6.64,1.061,1.565,0.391,2.427,1.366,0.127,0.25,0.286,-0.036,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,188-Sp13-Cr38-0-20,Spooner,188,,5.68,6.02,1.043,1.607,0.402,2.446,1.403,0.127,0.25,0.286,-0.036,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,189-Sp13-Cr39-0-19,Spooner,189,,6.35,6.85,1.036,1.601,0.4,2.435,1.399,0.126,0.25,0.286,-0.036,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,190-Sp14-Cr40-0-17,Spooner,190,,7.22,7.25,1.045,1.59,0.398,2.447,1.402,0.118,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,191-Sp14-Cr41-0-18,Spooner,191,,5.44,5.92,1.067,1.641,0.41,2.528,1.461,0.11,0.25,0.281,-0.031,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,192-Sp14-Cr42-0-20,Spooner,192,,5.62,5.81,1.06,1.637,0.409,2.514,1.454,0.112,0.25,0.281,-0.031,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,193-Sp15-Cr43-0-18,Spooner,193,,5.16,5.45,1.05,1.555,0.389,2.421,1.371,0.118,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,194-Sp15-Cr44-0-17,Spooner,194,,4.93,5.17,1.032,1.7,0.425,2.503,1.471,0.135,0.25,0.289,-0.039,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,195-Sp15-Cr45-0-20,Spooner,195,,5.56,5.67,1.049,1.623,0.406,2.456,1.407,0.133,0.25,0.288,-0.038,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,196-Sp16-Cr46-0-20,Spooner,196,,6.54,6.64,1.054,1.641,0.41,2.497,1.443,0.121,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,197-Sp16-Cr47-0-17,Spooner,197,,6.31,6.45,1.066,1.669,0.417,2.536,1.47,0.119,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,198-Sp16-Cr48-0-20,Spooner,198,,6.56,6.78,1.046,1.537,0.384,2.403,1.357,0.117,0.25,0.283,-0.033,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,199-Sp17-Cr49-0-20,Spooner,199,,4.99,5.25,1.033,1.628,0.407,2.475,1.442,0.114,0.25,0.282,-0.032,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,200-Sp17-Cr50-0-18,Spooner,200,,5.65,5.8,1.059,1.637,0.409,2.518,1.459,0.109,0.25,0.281,-0.031,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,201-Sp17-Cr51-0-18,Spooner,201,,5.7,5.95,1.059,1.637,0.409,2.527,1.468,0.103,0.25,0.279,-0.029,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,202-Sp18-Cr52-0-18,Spooner,202,,6.61,6.66,1.041,1.574,0.394,2.442,1.401,0.11,0.25,0.281,-0.031,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,203-Sp18-Cr53-0-19,Spooner,203,,6.93,6.9,1.033,1.612,0.403,2.463,1.43,0.113,0.25,0.282,-0.032,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,204-Sp18-Cr54-0-20,Spooner,204,,6.73,6.71,1.041,1.67,0.418,2.524,1.483,0.112,0.25,0.282,-0.032,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,205-Sp19-Cr55-0-20,Spooner,205,,5.62,6.12,1.036,1.651,0.413,2.506,1.47,0.11,0.25,0.281,-0.031,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,206-Sp19-Cr56-0-18,Spooner,206,,5.1,5.36,1.038,1.637,0.409,2.49,1.452,0.113,0.25,0.282,-0.032,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,207-Sp19-Cr57-0-18,Spooner,207,,6.57,6.56,1.056,1.684,0.421,2.536,1.48,0.121,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,208-Sp20-Cr58-0-20,Spooner,208,,6.23,6.3,1.045,1.588,0.397,2.446,1.401,0.118,0.25,0.283,-0.033,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,209-Sp20-Cr59-0-19,Spooner,209,,5.58,5.88,1.045,1.64,0.41,2.507,1.462,0.109,0.25,0.28,-0.03,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,210-Sp20-Cr60-0-20,Spooner,210,,5.84,6.1,1.034,1.63,0.408,2.455,1.421,0.128,0.25,0.287,-0.037,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,211-Sp1-Cr1-0-20,Spooner,211,,5.09,5.24,1.055,1.61,0.403,2.466,1.411,0.124,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,212-Sp1-Cr2-0-20,Spooner,212,,4.94,5.05,1.049,1.577,0.394,2.438,1.389,0.119,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,213-Sp1-Cr3-0-20,Spooner,213,,5.24,5.44,1.031,1.587,0.397,2.418,1.387,0.126,0.25,0.286,-0.036,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,214-Sp2-Cr4-0-20,Spooner,214,,5.75,5.93,1.046,1.6,0.4,2.45,1.404,0.123,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,215-Sp2-Cr5-0-20,Spooner,215,,5.94,6.16,1.064,1.674,0.419,2.527,1.463,0.126,0.25,0.286,-0.036,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,216-Sp2-Cr6-0-20,Spooner,216,,5.36,5.54,1.05,1.6,0.4,2.461,1.411,0.118,0.25,0.283,-0.033,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,217-Sp3-Cr7-0-20,Spooner,217,,6.78,6.74,1.031,1.625,0.406,2.457,1.426,0.122,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,218-Sp3-Cr8-0-20,Spooner,218,,7.06,6.43,1.031,1.574,0.394,2.414,1.383,0.121,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,219-Sp3-Cr9-0-20,Spooner,219,,6.9,6.57,1.054,1.583,0.396,2.443,1.389,0.123,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,220-Sp4-Cr10-0-20,Spooner,220,,6.91,6.37,1.036,1.617,0.404,2.47,1.434,0.113,0.25,0.282,-0.032,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
